country_iso,car_maker_name,car_segment_name,car_type_name,energy,body_style,code_age,age_years,log_total_vehicles
TR,MERCEDES,Classe C,C 180 CGI,DIES,BERLINE,6 to 10 years old,8.0,2.671587500384828
TR,RENAULT,Austral,Austral,DIES,SUV,3 to 5 years old,4.0,0.6950332510780813
TR,JAGUAR,F-Pace,F-Pace AWD,DIES,SUV,6 to 10 years old,8.0,1.100373279865965
TR,KIA,Optima,Optima,ESS,BERLINE,11 years and older,12.0,4.83365706603412
TR,BMW,iX3,iX3,ESS,SUV,11 years and older,12.0,4.298205497283099
TR,BMW,Serie 2,(U06) Active Tourer,DIES,MONOSPACE,6 to 10 years old,8.0,0.6932734875809381
TR,FIAT,Panda,Panda III Cross,HYB-ESS,BERLINE,6 to 10 years old,8.0,1.5357772643025631
TR,RENAULT,Kadjar,Kadjar 4WD,DIES,SUV,11 years and older,12.0,5.27514382317955
TR,AUDI,A8,A8 Quattro,DIES,BERLINE,11 years and older,12.0,5.3239116828243995
TR,SSANGYONG,Tivoli,Tivoli,ESS,SUV,11 years and older,12.0,5.013412926079969
TR,VOLKSWAGEN,Passat,Passat 4Motion,DIES,BERLINE,11 years and older,12.0,1.3918457239684987
TR,AUDI,Q3,RS Q3,DIES,SUV,Less than 1 year old,0.5,1.987672544582885
TR,LANCIA,Ypsilon,Ypsilon,DIES,BERLINE,3 to 5 years old,4.0,0.6931471805599453
TR,RENAULT,Megane,Megane IV,ESS,BERLINE,11 years and older,12.0,6.3365109988811215
TR,FORD,Ecosport,Ecosport S,ESS,SUV,11 years and older,12.0,4.13162389943938
TR,NISSAN,Micra,Micra,DIES,BERLINE,6 to 10 years old,8.0,4.5914639127507995
TR,MERCEDES,Classe E,E 500 4Matic,DIES,BERLINE,6 to 10 years old,8.0,5.006374365753172
TR,INFINITI,EX,EX37,DIES,SUV,6 to 10 years old,8.0,2.6290476545188404
TR,LAND ROVER,Range Rover Sport,Range Rover Sport II P400E,DIES,4X4,11 years and older,12.0,6.1451040104957615
TR,FORD,Mondeo,Mondeo IV,ESS,BERLINE,11 years and older,12.0,4.056795510188731
TR,FORD,Mustang,Mustang EcoBoost Cabriolet,DIES,CABRIOLET,11 years and older,12.0,5.016627176714312
TR,MERCEDES,EQB,EQB 300 4Matic,ESS,SUV,11 years and older,12.0,4.6147828182601245
TR,DS,DS 3,DS 3 Crossback,DIES,SUV,6 to 10 years old,8.0,2.8783172556327856
