country_iso,car_maker_name,car_segment_name,car_type_name,energy,body_style,code_age,age_years,log_total_vehicles
TR,MERCEDES,Classe E,E 200 Cabriolet,ESS,CABRIOLET,11 years and older,12.0,8.122140088362197
TR,AUDI,A6,A6 Avant Quattro,DIES,BREAK,11 years and older,12.0,9.680884903133162
TR,SMART,Fortwo,Fortwo Cabrio,DIES,CABRIOLET,11 years and older,12.0,2.141304943683711
TR,SUBARU,Forester,Forester e-Boxer,ESS,SUV,11 years and older,12.0,1.914051938378812
TR,TESLA,Model 3,Model 3 Standard,ESS,BERLINE,11 years and older,12.0,3.676402093588982
TR,MERCEDES,Classe E,E 220 Bluetec Cabriolet,ESS,CABRIOLET,11 years and older,12.0,2.150604019930485
TR,CHEVROLET,Matiz,Matiz,DIES,BERLINE,6 to 10 years old,8.0,3.1781671914444343
TR,AUDI,A6,A6 Avant,DIES,BREAK,11 years and older,12.0,6.811299314912645
TR,ABARTH,500 / 595 / 695,595 C Competizione,ESS,CABRIOLET,11 years and older,12.0,8.355379416646368
TR,SUZUKI,Vitara,Vitara,ESS,4X4,6 to 10 years old,8.0,2.8848971263276417
TR,FIAT,Panda,Panda III,DIES,BERLINE,11 years and older,12.0,5.761712828824178
TR,AUDI,A3,A3 Sportback,DIES,BERLINE,11 years and older,12.0,5.055188563718068
TR,RENAULT,Master,Master III Z.E,DIES,UTILITAIRE,1 year old,1.0,4.5766713589011045
TR,MERCEDES,Classe E,E 280 CDI 4Matic,ESS,BERLINE,6 to 10 years old,8.0,0.6931471805599453
TR,RENAULT,Clio,Clio IV Estate,DIES,BREAK,6 to 10 years old,8.0,3.561911682042955
TR,VOLKSWAGEN,Passat,Passat GTE,DIES,BERLINE,6 to 10 years old,8.0,5.070758574862199
TR,VOLVO,S60,S60,ESS,BERLINE,11 years and older,12.0,7.413670032080298
TR,PEUGEOT,Partner,E-Partner Electrique,ESS,MONOSPACE,6 to 10 years old,8.0,0.6939729933298949
TR,MINI,Mini Coupe,Mini Cooper Coupé,ESS,COUPE,6 to 10 years old,8.0,1.7712964365822088
TR,BENTLEY,Continental,Continental GT Cabriolet,DIES,CABRIOLET,11 years and older,12.0,2.1146304816757047
TR,CHEVROLET,Trax,Trax LT,DIES,SUV,6 to 10 years old,8.0,6.6488844586851155
TR,FORD,Fiesta,Fiesta VI,DIES,BERLINE,6 to 10 years old,8.0,1.6534951104597626
TR,AUDI,Q7,SQ7,ESS,SUV,Less than 1 year old,0.5,0.748465600370868
